,Title,Category,Keywords
467,"Oil spill tops 1 million gallons, threatens Gulf of Mexico wildlife",4,taylor wildlife gallons pass coast spill million gulf threatens tops main oil guard pipeline mexico
468,States must target transportation carbon emission cuts under new federal rule,4,transportation rule state emissions highway administration set states cuts emission federal target infrastructure carbon
469,"Thanksgiving snowstorm to blanket Rockies, including Denver",4,west snowstorm wyoming thanksgiving denver plains western snow including rockies blanket inches totals colorado storm
470,Soaking Mid-Atlantic storm brings drought relief,4,region rain soaking drought precipitation midatlantic rainfall brings inches tuesdays totals day average storm relief fell
471,A city-by-city look at where weather could delay Thanksgiving travel,4,night rain look thanksgiving weather highs citybycity travel snow inches storm showers delay
472,"Why it’s so hot in Brazil, where a Taylor Swift concertgoer died",4,rio taylor swift brazil hot climate temperatures died heat dew humidity high degrees concertgoer
473,Americans turn to faxes to reach elected officials about the war,4,officials past turn elected send offices number site week calls reach war fax americans ceasefire faxes
474,Five technology products we regret buying,4,products headphones product wireless bought technology tech buying regret help colleague pet coffee using
475,Do you talk more like a millennial or a boomer at work? Take this quiz to find out.,4,text talk boomer youre send millennial continues quiz work advertisement day colleague message project
476,Elon Musk says SpaceX will soon be ready for third flight of Starship,4,ready commercial soon faa spacex spacecraft elon starship booster rocket months flight space musk
477,"Decades before OpenAI ousted Sam Altman, Apple left Steve Jobs behind",4,apples told power left sam company executive board ousted openai jobs apple wrote steve altman decades sculley
478,"Louisville bank shooter killed 5 people to highlight gun laws, police report shows",4,bank easy shooting rifle sturgeon highlight report laws victims shooter violence shows wrote killed louisville gun politicians
479,Loosening restrictions on marijuana may not be boon for reform,4,boon marijuana loosening restrictions cannabis drugs research drug substance reform federal rescheduling schedule
480,A couple and their dog were weeks into a sailing trip. Then the engine died.,4,trip husband told water helicopter dog engine coast sailing bandit vessel cook weeks died couple guard peer
481,Four inmates escaped from a Georgia jail. A 33-day manhunt ensued.,4,ensued manhunt escaped later enforcement investigators davis escape oct jail inmates williams 33day georgia went
482,"Holly Maguigan, who gave battered women a defense in court, dies at 78",4,husband court law lawyer maguigan gave lawyers victims defense domesticviolence dies women battered 78 ms holly violence
483,A growing global footprint for China’s space program worries Pentagon,4,global bolivia china ground countrys worries satellites chinese chinas pentagon program footprint satellite military space growing stations
484,Napoleon complex? The ‘little corporal’ was actually taller than average.,4,soldiers napoleon french corporal broers height bonaparte little average taller complex actually english gillray
485,North Korea says it launched a spy satellite: 5 things to know,4,koreas stages second reconnaissance korea north satellites spy launched rocket satellite know things stage
486,"Facing pressure in India, Netflix and Amazon back down on daring films",4,india pressure kashyap bjp hindu amazon daring films prime facing indian video streaming netflix political
487,Woman reunited with pet bird after paperwork glitch stranded it at airport,4,glitch airport force official charlie required stranded permits paperwork adlard reunited border pet woman bird thought
488,Each generation has its definitive movies. These are some of mine.,4,generational definitive gen films life women touchstones day age generation movies movie
489,Will ProPublica cross a picket line by publishing its next big scoop?,4,engelberg management propublica line machines union staffers publishing postgazette big newsrooms series labor scoop picket cross
490,Federal judges overturn Maryland handgun licensing law,4,overturn handgun law maryland court state laws ruling bruen judges federal gun licensing supreme
491,What’s open and closed for Thanksgiving across the D.C. region,4,region whats parking restrictions closed open thanksgiving transit closings schedules observance dc
492,An innovative program allows doctors to prescribe fruit and veggies,4,innovative doctors patients produce rx allows fruits fruit health medical program diabetes bread prescribe veggies food
493,PM Update: Cooler and still breezy through Thanksgiving,4,continue today thanksgiving weather update comment breezy northwest day cooler forecast breezes
494,The 36 best things to do in D.C. this weekend and next week,4,free best stouts 36 noon dec holiday week children music including lighting event things dc weekend
495,"The Capitals’ core is old, but kids are powering their hot streak",4,capitals players star young streak knew things play hot core powering caps old kids carbery think
496,The Capitals are surging. Just don’t look at their power play.,4,look capitals net zone power youre puck surging powerplay start need dont play
497,"Ben Olsen shook up a ‘nice, comfortable life’ in D.C. He’s glad he did.",4,comfortable ben coach dynamo nice olsen shook hes life glad washington regular houston good really dc season
498,Fact Checker,4,warranted eyewitness doubt caution checker hamas israeli reports fact pointed official initial
499,Biden yet again says Hamas beheaded babies. Has new evidence emerged?,4,soldiers biden emerged babies civilians beheaded beheadings hamas oct children israeli evidence
500,How to argue about politics this Thanksgiving,4,biden president father thanksgiving hunter hes washington republican voters argue trump politics business
501,Trump's poll image numbers have improved. But can it last?,4,numbers president recent improved presidency rating trumps approval poll image trump americans higher
502,How Democrats have soured on Israel,4,biden israel democrats israels strongly week poll showed month response soured
503,Polls show New Hampshire could decide Haley's chances against Trump,4,hampshire say haleys biden primary haley polls trumps poll voters trump decide chances
504,Democratic congresswoman Anna Eshoo won’t seek reelection in 2024,4,told congresswoman house district seek bills reelection companies anna eshoo california congress capitol democratic bill wont 2024
505,Polls show views souring on immigration and Democrats' handling of it,4,state polling souring immigration democrats handling poll york wall issue polls border views showed
506,A boom of ballot initiatives is reshaping this state’s democracy,4,state democracy leave care reshaping edmisten states bill nebraska voters sick paid initiatives boom ballot
507,Elon Musk provides yet another platform for far-right attacks,4,speech ads platform elon provides media matters extremist x rightwing farright attacks hogan content musk
508,White House joins the social media platform Threads,4,white joins threads house report platform social media x official comments musk
509,Here are the facts to prepare you for your Thanksgiving arguments,4,santos facts arguments prepare biden president charges thanksgiving thomas trial term federal trump committee
510,Dreams dying in a Texas city where immigrants fought for an education,4,high dreams court tyler children daca immigrants school city education dying leyva program parents undocumented texas fought
511,Appeals court decision could limit enforcement of Voting Rights Act,4,decision enforcement court appeals ruling circuit limit rights private act 8th voting supreme
512,Hispanic conservatives defend Univision amid backlash over Trump interview,4,amid defend senior backlash letter univision trumps network interview post trump conservatives univisions hispanic
513,Tracking the Trump investigations and where they stand,4,pleaded case tracking read election indicted stand continues conspiring trumps investigations advertisement trump
514,Appeals court suggests it may pare back Trump’s D.C. gag order,4,gag speech court case president appeals pare trumps order judges suggests trump witnesses dc
